Time(s),RX
6.966145833333e-4,3.300000
7.031250000000e-4,3.300000
7.096354166667e-4,3.300000
7.161458333333e-4,3.300000
7.226562500000e-4,3.300000
7.291666666667e-4,0.000000
7.356770833333e-4,0.000000
7.421875000000e-4,0.000000
7.486979166667e-4,0.000000
7.552083333333e-4,0.000000
7.617187500000e-4,0.000000
7.682291666667e-4,0.000000
7.747395833333e-4,0.000000
7.812500000000e-4,0.000000
7.877604166667e-4,0.000000
7.942708333333e-4,0.000000
8.007812500000e-4,0.000000
8.072916666667e-4,0.000000
8.138020833333e-4,0.000000
8.203125000000e-4,0.000000
8.268229166667e-4,0.000000
8.333333333333e-4,0.000000
8.398437500000e-4,0.000000
8.463541666667e-4,0.000000
8.528645833333e-4,0.000000
8.593750000000e-4,0.000000
8.658854166667e-4,0.000000
8.723958333333e-4,0.000000
8.789062500000e-4,0.000000
8.854166666667e-4,0.000000
8.919270833333e-4,0.000000
8.984375000000e-4,0.000000
9.049479166667e-4,0.000000
9.114583333333e-4,0.000000
9.179687500000e-4,0.000000
9.244791666667e-4,0.000000
9.309895833333e-4,0.000000
9.375000000000e-4,3.300000
9.440104166667e-4,3.300000
9.505208333333e-4,3.300000
9.570312500000e-4,3.300000
9.635416666667e-4,3.300000
9.700520833333e-4,3.300000
9.765625000000e-4,3.300000
9.830729166667e-4,3.300000
9.895833333333e-4,3.300000
9.960937500000e-4,3.300000
1.002604166667e-3,3.300000
1.009114583333e-3,3.300000
1.015625000000e-3,3.300000
1.022135416667e-3,3.300000
1.028645833333e-3,3.300000
1.035156250000e-3,3.300000
1.041666666667e-3,0.000000
1.048177083333e-3,0.000000
1.054687500000e-3,0.000000
1.061197916667e-3,0.000000
1.067708333333e-3,0.000000
1.074218750000e-3,0.000000
1.080729166667e-3,0.000000
1.087239583333e-3,0.000000
1.093750000000e-3,0.000000
1.100260416667e-3,0.000000
1.106770833333e-3,0.000000
1.113281250000e-3,0.000000
1.119791666667e-3,0.000000
1.126302083333e-3,0.000000
1.132812500000e-3,0.000000
1.139322916667e-3,0.000000
1.145833333333e-3,3.300000
1.152343750000e-3,3.300000
1.158854166667e-3,3.300000
1.165364583333e-3,3.300000
1.171875000000e-3,3.300000
1.178385416667e-3,3.300000
1.184895833333e-3,3.300000
1.191406250000e-3,3.300000
1.197916666667e-3,3.300000
1.204427083333e-3,3.300000
1.210937500000e-3,3.300000
1.217447916667e-3,3.300000
1.223958333333e-3,3.300000
1.230468750000e-3,3.300000
1.236979166667e-3,3.300000
1.243489583333e-3,3.300000
1.250000000000e-3,0.000000
1.256510416667e-3,0.000000
1.263020833333e-3,0.000000
1.269531250000e-3,0.000000
1.276041666667e-3,0.000000
1.282552083333e-3,0.000000
1.289062500000e-3,0.000000
1.295572916667e-3,0.000000
1.302083333333e-3,0.000000
1.308593750000e-3,0.000000
1.315104166667e-3,0.000000
1.321614583333e-3,0.000000
1.328125000000e-3,0.000000
1.334635416667e-3,0.000000
1.341145833333e-3,0.000000
1.347656250000e-3,0.000000
1.354166666667e-3,3.300000
1.360677083333e-3,3.300000
1.367187500000e-3,3.300000
1.373697916667e-3,3.300000
1.380208333333e-3,3.300000
1.386718750000e-3,3.300000
1.393229166667e-3,3.300000
1.399739583333e-3,3.300000
1.406250000000e-3,3.300000
1.412760416667e-3,3.300000
1.419270833333e-3,3.300000
1.425781250000e-3,3.300000
1.432291666667e-3,3.300000
1.438802083333e-3,3.300000
1.445312500000e-3,3.300000
1.451822916667e-3,3.300000
1.458333333333e-3,0.000000
1.464843750000e-3,0.000000
1.471354166667e-3,0.000000
1.477864583333e-3,0.000000
1.484375000000e-3,0.000000
1.490885416667e-3,0.000000
1.497395833333e-3,0.000000
1.503906250000e-3,0.000000
1.510416666667e-3,0.000000
1.516927083333e-3,0.000000
1.523437500000e-3,0.000000
1.529947916667e-3,0.000000
1.536458333333e-3,0.000000
1.542968750000e-3,0.000000
1.549479166667e-3,0.000000
1.555989583333e-3,0.000000
1.562500000000e-3,3.300000
1.569010416667e-3,3.300000
1.575520833333e-3,3.300000
1.582031250000e-3,3.300000
1.588541666667e-3,3.300000
1.595052083333e-3,3.300000
1.601562500000e-3,3.300000
1.608072916667e-3,3.300000
1.614583333333e-3,3.300000
1.621093750000e-3,3.300000
1.627604166667e-3,3.300000
1.634114583333e-3,3.300000
1.640625000000e-3,3.300000
1.647135416667e-3,3.300000
1.653645833333e-3,3.300000
1.660156250000e-3,3.300000
1.666666666667e-3,0.000000
1.673177083333e-3,0.000000
1.679687500000e-3,0.000000
1.686197916667e-3,0.000000
1.692708333333e-3,0.000000
1.699218750000e-3,0.000000
1.705729166667e-3,0.000000
1.712239583333e-3,0.000000
1.718750000000e-3,0.000000
1.725260416667e-3,0.000000
1.731770833333e-3,0.000000
1.738281250000e-3,0.000000
1.744791666667e-3,0.000000
1.751302083333e-3,0.000000
1.757812500000e-3,0.000000
1.764322916667e-3,0.000000
1.770833333333e-3,0.000000
1.777343750000e-3,0.000000
1.783854166667e-3,0.000000
1.790364583333e-3,0.000000
1.796875000000e-3,0.000000
1.803385416667e-3,0.000000
1.809895833333e-3,0.000000
1.816406250000e-3,0.000000
1.822916666667e-3,0.000000
1.829427083333e-3,0.000000
1.835937500000e-3,0.000000
1.842447916667e-3,0.000000
1.848958333333e-3,0.000000
1.855468750000e-3,0.000000
1.861979166667e-3,0.000000
1.868489583333e-3,0.000000
1.875000000000e-3,3.300000
1.881510416667e-3,3.300000
1.888020833333e-3,3.300000
1.894531250000e-3,3.300000
1.901041666667e-3,3.300000
1.907552083333e-3,3.300000
1.914062500000e-3,3.300000
1.920572916667e-3,3.300000
1.927083333333e-3,3.300000
1.933593750000e-3,3.300000
1.940104166667e-3,3.300000
1.946614583333e-3,3.300000
1.953125000000e-3,3.300000
1.959635416667e-3,3.300000
1.966145833333e-3,3.300000
1.972656250000e-3,3.300000
1.979166666667e-3,3.300000
1.985677083333e-3,3.300000
1.992187500000e-3,3.300000
1.998697916667e-3,3.300000
2.005208333333e-3,3.300000
2.011718750000e-3,3.300000
2.018229166667e-3,3.300000
2.024739583333e-3,3.300000
2.031250000000e-3,3.300000
2.037760416667e-3,3.300000
2.044270833333e-3,3.300000
2.050781250000e-3,3.300000
2.057291666667e-3,3.300000
2.063802083333e-3,3.300000
2.070312500000e-3,3.300000
2.076822916667e-3,3.300000
2.083333333333e-3,0.000000
2.089843750000e-3,0.000000
2.096354166667e-3,0.000000
2.102864583333e-3,0.000000
2.109375000000e-3,0.000000
2.115885416667e-3,0.000000
2.122395833333e-3,0.000000
2.128906250000e-3,0.000000
2.135416666667e-3,0.000000
2.141927083333e-3,0.000000
2.148437500000e-3,0.000000
2.154947916667e-3,0.000000
2.161458333333e-3,0.000000
2.167968750000e-3,0.000000
2.174479166667e-3,0.000000
2.180989583333e-3,0.000000
2.187500000000e-3,3.300000
2.194010416667e-3,3.300000
2.200520833333e-3,3.300000
2.207031250000e-3,3.300000
2.213541666667e-3,3.300000
2.220052083333e-3,3.300000
2.226562500000e-3,3.300000
2.233072916667e-3,3.300000
2.239583333333e-3,3.300000
2.246093750000e-3,3.300000
2.252604166667e-3,3.300000
2.259114583333e-3,3.300000
2.265625000000e-3,3.300000
2.272135416667e-3,3.300000
2.278645833333e-3,3.300000
2.285156250000e-3,3.300000
2.291666666667e-3,0.000000
2.298177083333e-3,0.000000
2.304687500000e-3,0.000000
2.311197916667e-3,0.000000
2.317708333333e-3,0.000000
2.324218750000e-3,0.000000
2.330729166667e-3,0.000000
2.337239583333e-3,0.000000
2.343750000000e-3,0.000000
2.350260416667e-3,0.000000
2.356770833333e-3,0.000000
2.363281250000e-3,0.000000
2.369791666667e-3,0.000000
2.376302083333e-3,0.000000
2.382812500000e-3,0.000000
2.389322916667e-3,0.000000
2.395833333333e-3,0.000000
2.402343750000e-3,0.000000
2.408854166667e-3,0.000000
2.415364583333e-3,0.000000
2.421875000000e-3,0.000000
2.428385416667e-3,0.000000
2.434895833333e-3,0.000000
2.441406250000e-3,0.000000
2.447916666667e-3,0.000000
2.454427083333e-3,0.000000
2.460937500000e-3,0.000000
2.467447916667e-3,0.000000
2.473958333333e-3,0.000000
2.480468750000e-3,0.000000
2.486979166667e-3,0.000000
2.493489583333e-3,0.000000
2.500000000000e-3,0.000000
2.506510416667e-3,0.000000
2.513020833333e-3,0.000000
2.519531250000e-3,0.000000
2.526041666667e-3,0.000000
2.532552083333e-3,0.000000
2.539062500000e-3,0.000000
2.545572916667e-3,0.000000
2.552083333333e-3,0.000000
2.558593750000e-3,0.000000
2.565104166667e-3,0.000000
2.571614583333e-3,0.000000
2.578125000000e-3,0.000000
2.584635416667e-3,0.000000
2.591145833333e-3,0.000000
2.597656250000e-3,0.000000
2.604166666667e-3,3.300000
2.610677083333e-3,3.300000
2.617187500000e-3,3.300000
2.623697916667e-3,3.300000
2.630208333333e-3,3.300000
2.636718750000e-3,3.300000
2.643229166667e-3,3.300000
2.649739583333e-3,3.300000
2.656250000000e-3,3.300000
2.662760416667e-3,3.300000
2.669270833333e-3,3.300000
2.675781250000e-3,3.300000
2.682291666667e-3,3.300000
2.688802083333e-3,3.300000
2.695312500000e-3,3.300000
2.701822916667e-3,3.300000
2.708333333333e-3,3.300000
2.714843750000e-3,3.300000
2.721354166667e-3,3.300000
2.727864583333e-3,3.300000
2.734375000000e-3,3.300000
2.740885416667e-3,3.300000
2.747395833333e-3,3.300000
2.753906250000e-3,3.300000
2.760416666667e-3,3.300000
2.766927083333e-3,3.300000
2.773437500000e-3,3.300000
2.779947916667e-3,3.300000
2.786458333333e-3,3.300000
2.792968750000e-3,3.300000
2.799479166667e-3,3.300000
2.805989583333e-3,3.300000
2.812500000000e-3,0.000000
2.819010416667e-3,0.000000
2.825520833333e-3,0.000000
2.832031250000e-3,0.000000
2.838541666667e-3,0.000000
2.845052083333e-3,0.000000
2.851562500000e-3,0.000000
2.858072916667e-3,0.000000
2.864583333333e-3,0.000000
2.871093750000e-3,0.000000
2.877604166667e-3,0.000000
2.884114583333e-3,0.000000
2.890625000000e-3,0.000000
2.897135416667e-3,0.000000
2.903645833333e-3,0.000000
2.910156250000e-3,0.000000
2.916666666667e-3,3.300000
2.923177083333e-3,3.300000
2.929687500000e-3,3.300000
2.936197916667e-3,3.300000
2.942708333333e-3,3.300000
2.949218750000e-3,3.300000
2.955729166667e-3,3.300000
2.962239583333e-3,3.300000
2.968750000000e-3,3.300000
2.975260416667e-3,3.300000
2.981770833333e-3,3.300000
2.988281250000e-3,3.300000
2.994791666667e-3,3.300000
3.001302083333e-3,3.300000
3.007812500000e-3,3.300000
3.014322916667e-3,3.300000
3.020833333333e-3,3.300000
3.027343750000e-3,3.300000
3.033854166667e-3,3.300000
3.040364583333e-3,3.300000
3.046875000000e-3,3.300000
3.053385416667e-3,3.300000
3.059895833333e-3,3.300000
3.066406250000e-3,3.300000
3.072916666667e-3,3.300000
3.079427083333e-3,3.300000
3.085937500000e-3,3.300000
3.092447916667e-3,3.300000
3.098958333333e-3,3.300000
3.105468750000e-3,3.300000
3.111979166667e-3,3.300000
3.118489583333e-3,3.300000
3.125000000000e-3,0.000000
3.131510416667e-3,0.000000
3.138020833333e-3,0.000000
3.144531250000e-3,0.000000
3.151041666667e-3,0.000000
3.157552083333e-3,0.000000
3.164062500000e-3,0.000000
3.170572916667e-3,0.000000
3.177083333333e-3,0.000000
3.183593750000e-3,0.000000
3.190104166667e-3,0.000000
3.196614583333e-3,0.000000
3.203125000000e-3,0.000000
3.209635416667e-3,0.000000
3.216145833333e-3,0.000000
3.222656250000e-3,0.000000
3.229166666667e-3,3.300000
3.235677083333e-3,3.300000
3.242187500000e-3,3.300000
3.248697916667e-3,3.300000
3.255208333333e-3,3.300000
3.261718750000e-3,3.300000
3.268229166667e-3,3.300000
3.274739583333e-3,3.300000
3.281250000000e-3,3.300000
3.287760416667e-3,3.300000
3.294270833333e-3,3.300000
3.300781250000e-3,3.300000
3.307291666667e-3,3.300000
3.313802083333e-3,3.300000
3.320312500000e-3,3.300000
3.326822916667e-3,3.300000
3.333333333333e-3,0.000000
3.339843750000e-3,0.000000
3.346354166667e-3,0.000000
3.352864583333e-3,0.000000
3.359375000000e-3,0.000000
3.365885416667e-3,0.000000
3.372395833333e-3,0.000000
3.378906250000e-3,0.000000
3.385416666667e-3,0.000000
3.391927083333e-3,0.000000
3.398437500000e-3,0.000000
3.404947916667e-3,0.000000
3.411458333333e-3,0.000000
3.417968750000e-3,0.000000
3.424479166667e-3,0.000000
3.430989583333e-3,0.000000
3.437500000000e-3,0.000000
3.444010416667e-3,0.000000
3.450520833333e-3,0.000000
3.457031250000e-3,0.000000
3.463541666667e-3,0.000000
3.470052083333e-3,0.000000
3.476562500000e-3,0.000000
3.483072916667e-3,0.000000
3.489583333333e-3,0.000000
3.496093750000e-3,0.000000
3.502604166667e-3,0.000000
3.509114583333e-3,0.000000
3.515625000000e-3,0.000000
3.522135416667e-3,0.000000
3.528645833333e-3,0.000000
3.535156250000e-3,0.000000
3.541666666667e-3,0.000000
3.548177083333e-3,0.000000
3.554687500000e-3,0.000000
3.561197916667e-3,0.000000
3.567708333333e-3,0.000000
3.574218750000e-3,0.000000
3.580729166667e-3,0.000000
3.587239583333e-3,0.000000
3.593750000000e-3,0.000000
3.600260416667e-3,0.000000
3.606770833333e-3,0.000000
3.613281250000e-3,0.000000
3.619791666667e-3,0.000000
3.626302083333e-3,0.000000
3.632812500000e-3,0.000000
3.639322916667e-3,0.000000
3.645833333333e-3,3.300000
3.652343750000e-3,3.300000
3.658854166667e-3,3.300000
3.665364583333e-3,3.300000
3.671875000000e-3,3.300000
3.678385416667e-3,3.300000
3.684895833333e-3,3.300000
3.691406250000e-3,3.300000
3.697916666667e-3,3.300000
3.704427083333e-3,3.300000
3.710937500000e-3,3.300000
3.717447916667e-3,3.300000
3.723958333333e-3,3.300000
3.730468750000e-3,3.300000
3.736979166667e-3,3.300000
3.743489583333e-3,3.300000
3.750000000000e-3,3.300000
3.756510416667e-3,3.300000
3.763020833333e-3,3.300000
3.769531250000e-3,3.300000
3.776041666667e-3,3.300000
3.782552083333e-3,3.300000
3.789062500000e-3,3.300000
3.795572916667e-3,3.300000
3.802083333333e-3,3.300000
3.808593750000e-3,3.300000
3.815104166667e-3,3.300000
3.821614583333e-3,3.300000
3.828125000000e-3,3.300000
3.834635416667e-3,3.300000
3.841145833333e-3,3.300000
3.847656250000e-3,3.300000
3.854166666667e-3,0.000000
3.860677083333e-3,0.000000
3.867187500000e-3,0.000000
3.873697916667e-3,0.000000
3.880208333333e-3,0.000000
3.886718750000e-3,0.000000
3.893229166667e-3,0.000000
3.899739583333e-3,0.000000
3.906250000000e-3,0.000000
3.912760416667e-3,0.000000
3.919270833333e-3,0.000000
3.925781250000e-3,0.000000
3.932291666667e-3,0.000000
3.938802083333e-3,0.000000
3.945312500000e-3,0.000000
3.951822916667e-3,0.000000
3.958333333333e-3,3.300000
3.964843750000e-3,3.300000
3.971354166667e-3,3.300000
3.977864583333e-3,3.300000
3.984375000000e-3,3.300000
3.990885416667e-3,3.300000
3.997395833333e-3,3.300000
4.003906250000e-3,3.300000
4.010416666667e-3,3.300000
4.016927083333e-3,3.300000
4.023437500000e-3,3.300000
4.029947916667e-3,3.300000
4.036458333333e-3,3.300000
4.042968750000e-3,3.300000
4.049479166667e-3,3.300000
4.055989583333e-3,3.300000
4.062500000000e-3,3.300000
4.069010416667e-3,3.300000
4.075520833333e-3,3.300000
4.082031250000e-3,3.300000
4.088541666667e-3,3.300000
4.095052083333e-3,3.300000
4.101562500000e-3,3.300000
4.108072916667e-3,3.300000
4.114583333333e-3,3.300000
4.121093750000e-3,3.300000
4.127604166667e-3,3.300000
4.134114583333e-3,3.300000
4.140625000000e-3,3.300000
4.147135416667e-3,3.300000
4.153645833333e-3,3.300000
4.160156250000e-3,3.300000
4.166666666667e-3,0.000000
4.173177083333e-3,0.000000
4.179687500000e-3,0.000000
4.186197916667e-3,0.000000
4.192708333333e-3,0.000000
4.199218750000e-3,0.000000
4.205729166667e-3,0.000000
4.212239583333e-3,0.000000
4.218750000000e-3,0.000000
4.225260416667e-3,0.000000
4.231770833333e-3,0.000000
4.238281250000e-3,0.000000
4.244791666667e-3,0.000000
4.251302083333e-3,0.000000
4.257812500000e-3,0.000000
4.264322916667e-3,0.000000
4.270833333333e-3,3.300000
4.277343750000e-3,3.300000
4.283854166667e-3,3.300000
4.290364583333e-3,3.300000
4.296875000000e-3,3.300000
4.303385416667e-3,3.300000
4.309895833333e-3,3.300000
4.316406250000e-3,3.300000
4.322916666667e-3,3.300000
4.329427083333e-3,3.300000
4.335937500000e-3,3.300000
4.342447916667e-3,3.300000
4.348958333333e-3,3.300000
4.355468750000e-3,3.300000
4.361979166667e-3,3.300000
4.368489583333e-3,3.300000
4.375000000000e-3,0.000000
4.381510416667e-3,0.000000
4.388020833333e-3,0.000000
4.394531250000e-3,0.000000
4.401041666667e-3,0.000000
4.407552083333e-3,0.000000
4.414062500000e-3,0.000000
4.420572916667e-3,0.000000
4.427083333333e-3,0.000000
4.433593750000e-3,0.000000
4.440104166667e-3,0.000000
4.446614583333e-3,0.000000
4.453125000000e-3,0.000000
4.459635416667e-3,0.000000
4.466145833333e-3,0.000000
4.472656250000e-3,0.000000
4.479166666667e-3,3.300000
4.485677083333e-3,3.300000
4.492187500000e-3,3.300000
4.498697916667e-3,3.300000
4.505208333333e-3,3.300000
4.511718750000e-3,3.300000
4.518229166667e-3,3.300000
4.524739583333e-3,3.300000
4.531250000000e-3,3.300000
4.537760416667e-3,3.300000
4.544270833333e-3,3.300000
4.550781250000e-3,3.300000
4.557291666667e-3,3.300000
4.563802083333e-3,3.300000
4.570312500000e-3,3.300000
4.576822916667e-3,3.300000
4.583333333333e-3,3.300000
4.589843750000e-3,3.300000
4.596354166667e-3,3.300000
4.602864583333e-3,3.300000
4.609375000000e-3,3.300000
4.615885416667e-3,3.300000
4.622395833333e-3,3.300000
4.628906250000e-3,3.300000
4.635416666667e-3,3.300000
4.641927083333e-3,3.300000
4.648437500000e-3,3.300000
4.654947916667e-3,3.300000
4.661458333333e-3,3.300000
4.667968750000e-3,3.300000
4.674479166667e-3,3.300000
4.680989583333e-3,3.300000
4.687500000000e-3,3.300000
4.694010416667e-3,3.300000
4.700520833333e-3,3.300000
4.707031250000e-3,3.300000
4.713541666667e-3,3.300000
4.720052083333e-3,3.300000
4.726562500000e-3,3.300000
4.733072916667e-3,3.300000
4.739583333333e-3,3.300000
4.746093750000e-3,3.300000
4.752604166667e-3,3.300000
4.759114583333e-3,3.300000
4.765625000000e-3,3.300000
4.772135416667e-3,3.300000
4.778645833333e-3,3.300000
4.785156250000e-3,3.300000
4.791666666667e-3,3.300000
4.798177083333e-3,3.300000
4.804687500000e-3,3.300000
4.811197916667e-3,3.300000
4.817708333333e-3,3.300000
4.824218750000e-3,3.300000
4.830729166667e-3,3.300000
4.837239583333e-3,3.300000
4.843750000000e-3,3.300000
4.850260416667e-3,3.300000
4.856770833333e-3,3.300000
4.863281250000e-3,3.300000
4.869791666667e-3,3.300000
4.876302083333e-3,3.300000
4.882812500000e-3,3.300000
4.889322916667e-3,3.300000
4.895833333333e-3,0.000000
4.902343750000e-3,0.000000
4.908854166667e-3,0.000000
4.915364583333e-3,0.000000
4.921875000000e-3,0.000000
4.928385416667e-3,0.000000
4.934895833333e-3,0.000000
4.941406250000e-3,0.000000
4.947916666667e-3,0.000000
4.954427083333e-3,0.000000
4.960937500000e-3,0.000000
4.967447916667e-3,0.000000
4.973958333333e-3,0.000000
4.980468750000e-3,0.000000
4.986979166667e-3,0.000000
4.993489583333e-3,0.000000
5.000000000000e-3,3.300000
5.006510416667e-3,3.300000
5.013020833333e-3,3.300000
5.019531250000e-3,3.300000
5.026041666667e-3,3.300000
5.032552083333e-3,3.300000
5.039062500000e-3,3.300000
5.045572916667e-3,3.300000
5.052083333333e-3,3.300000
5.058593750000e-3,3.300000
5.065104166667e-3,3.300000
5.071614583333e-3,3.300000
5.078125000000e-3,3.300000
5.084635416667e-3,3.300000
5.091145833333e-3,3.300000
5.097656250000e-3,3.300000
5.104166666667e-3,3.300000
5.110677083333e-3,3.300000
5.117187500000e-3,3.300000
5.123697916667e-3,3.300000
5.130208333333e-3,3.300000
5.136718750000e-3,3.300000
5.143229166667e-3,3.300000
5.149739583333e-3,3.300000
5.156250000000e-3,3.300000
5.162760416667e-3,3.300000
5.169270833333e-3,3.300000
5.175781250000e-3,3.300000
5.182291666667e-3,3.300000
5.188802083333e-3,3.300000
5.195312500000e-3,3.300000
5.201822916667e-3,3.300000
5.208333333333e-3,0.000000
5.214843750000e-3,0.000000
5.221354166667e-3,0.000000
5.227864583333e-3,0.000000
5.234375000000e-3,0.000000
5.240885416667e-3,0.000000
5.247395833333e-3,0.000000
5.253906250000e-3,0.000000
5.260416666667e-3,0.000000
5.266927083333e-3,0.000000
5.273437500000e-3,0.000000
5.279947916667e-3,0.000000
5.286458333333e-3,0.000000
5.292968750000e-3,0.000000
5.299479166667e-3,0.000000
5.305989583333e-3,0.000000
5.312500000000e-3,3.300000
5.319010416667e-3,3.300000
5.325520833333e-3,3.300000
5.332031250000e-3,3.300000
5.338541666667e-3,3.300000
5.345052083333e-3,3.300000
5.351562500000e-3,3.300000
5.358072916667e-3,3.300000
5.364583333333e-3,3.300000
5.371093750000e-3,3.300000
5.377604166667e-3,3.300000
5.384114583333e-3,3.300000
5.390625000000e-3,3.300000
5.397135416667e-3,3.300000
5.403645833333e-3,3.300000
5.410156250000e-3,3.300000
5.416666666667e-3,3.300000
5.423177083333e-3,3.300000
5.429687500000e-3,3.300000
5.436197916667e-3,3.300000
5.442708333333e-3,3.300000
5.449218750000e-3,3.300000
5.455729166667e-3,3.300000
5.462239583333e-3,3.300000
5.468750000000e-3,3.300000
5.475260416667e-3,3.300000
5.481770833333e-3,3.300000
5.488281250000e-3,3.300000
5.494791666667e-3,3.300000
5.501302083333e-3,3.300000
5.507812500000e-3,3.300000
5.514322916667e-3,3.300000
5.520833333333e-3,3.300000
5.527343750000e-3,3.300000
5.533854166667e-3,3.300000
5.540364583333e-3,3.300000
5.546875000000e-3,3.300000
5.553385416667e-3,3.300000
5.559895833333e-3,3.300000
5.566406250000e-3,3.300000
5.572916666667e-3,3.300000
5.579427083333e-3,3.300000
5.585937500000e-3,3.300000
5.592447916667e-3,3.300000
5.598958333333e-3,3.300000
5.605468750000e-3,3.300000
5.611979166667e-3,3.300000
5.618489583333e-3,3.300000
